,No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM
262,286,2010,1,12,21,4,-24.0,36.0,1033.0,-12.0,NW,142.15,0.0,0.0,22.0
263,287,2010,1,12,22,4,-23.0,39.0,1033.0,-12.0,NW,150.2,0.0,0.0,22.0
264,288,2010,1,12,23,4,-23.0,39.0,1034.0,-12.0,NW,160.03,0.0,0.0,15.0
265,289,2010,1,13,0,4,-24.0,36.0,1034.0,-12.0,NW,169.86,0.0,0.0,16.0
266,290,2010,1,13,1,4,-24.0,36.0,1033.0,-12.0,NW,178.8,0.0,0.0,11.0
267,291,2010,1,13,2,4,-25.0,33.0,1033.0,-12.0,NW,189.98,0.0,0.0,11.0
268,292,2010,1,13,3,4,-24.0,39.0,1033.0,-13.0,NW,198.03,0.0,0.0,12.0
269,293,2010,1,13,4,4,-25.0,33.0,1032.0,-12.0,NW,205.18,0.0,0.0,11.0
270,294,2010,1,13,5,4,-25.0,33.0,1033.0,-12.0,NW,215.01,0.0,0.0,12.0
271,295,2010,1,13,6,4,-25.0,33.0,1032.0,-12.0,NW,226.19,0.0,0.0,27.0
272,296,2010,1,13,7,4,-25.0,33.0,1032.0,-12.0,NW,235.13,0.0,0.0,28.0
273,297,2010,1,13,8,4,-25.0,33.0,1032.0,-12.0,NW,243.18,0.0,0.0,34.0
274,298,2010,1,13,9,4,-23.0,36.0,1033.0,-11.0,NW,252.12,0.0,0.0,33.0
275,299,2010,1,13,10,4,-23.0,33.0,1033.0,-10.0,NW,257.93,0.0,0.0,36.0
276,300,2010,1,13,11,4,-22.0,34.0,1033.0,-9.0,NW,263.74,0.0,0.0,26.0
277,301,2010,1,13,12,4,-21.0,34.0,1031.0,-8.0,NW,270.89,0.0,0.0,49.0
278,302,2010,1,13,13,4,-21.0,29.0,1030.0,-6.0,NW,278.94,0.0,0.0,52.0
279,303,2010,1,13,14,4,-20.0,29.0,1029.0,-5.0,NW,286.99,0.0,0.0,47.0
280,304,2010,1,13,15,4,-22.0,24.0,1028.0,-5.0,NW,294.14,0.0,0.0,47.0
281,305,2010,1,13,16,4,-21.0,27.0,1028.0,-5.0,NW,299.06,0.0,0.0,39.0
282,306,2010,1,13,17,4,-19.0,37.0,1028.0,-7.0,SE,1.79,0.0,0.0,59.0
283,307,2010,1,13,18,4,-19.0,40.0,1028.0,-8.0,cv,0.45,0.0,0.0,76.0
284,308,2010,1,13,19,4,-20.0,40.0,1028.0,-9.0,cv,1.34,0.0,0.0,96.0
285,309,2010,1,13,20,4,-19.0,47.0,1027.0,-10.0,SE,1.79,0.0,0.0,95.0
286,310,2010,1,13,21,4,-19.0,60.0,1027.0,-13.0,cv,0.89,0.0,0.0,68.0
287,311,2010,1,13,22,4,-18.0,60.0,1027.0,-12.0,cv,1.78,0.0,0.0,65.0
288,312,2010,1,13,23,4,-18.0,66.0,1027.0,-13.0,NE,0.89,0.0,0.0,75.0
289,313,2010,1,14,0,4,-18.0,71.0,1026.0,-14.0,NE,1.78,0.0,0.0,257.0
290,314,2010,1,14,1,4,-20.0,65.0,1025.0,-15.0,NE,2.67,0.0,0.0,174.0
291,315,2010,1,14,2,4,-20.0,65.0,1025.0,-15.0,NW,0.89,0.0,0.0,164.0
292,316,2010,1,14,3,4,-20.0,71.0,1025.0,-16.0,NW,1.78,0.0,0.0,161.0
293,317,2010,1,14,4,4,-20.0,71.0,1024.0,-16.0,NW,3.57,0.0,0.0,137.0
294,318,2010,1,14,5,4,-21.0,71.0,1024.0,-17.0,NW,6.7,0.0,0.0,92.0
295,319,2010,1,14,6,4,-19.0,65.0,1023.0,-14.0,NW,10.72,0.0,0.0,64.0
296,320,2010,1,14,7,4,-21.0,71.0,1023.0,-17.0,NW,13.85,0.0,0.0,87.0
297,321,2010,1,14,8,4,-19.0,71.0,1024.0,-15.0,NW,15.64,0.0,0.0,87.0
298,322,2010,1,14,9,4,-19.0,65.0,1024.0,-14.0,NW,18.77,0.0,0.0,84.0
299,323,2010,1,14,10,4,-18.0,51.0,1024.0,-10.0,NW,22.79,0.0,0.0,95.0
300,324,2010,1,14,11,4,-17.0,52.0,1023.0,-9.0,NW,24.58,0.0,0.0,79.0
301,325,2010,1,14,12,4,-16.0,45.0,1023.0,-6.0,NW,26.37,0.0,0.0,75.0
302,326,2010,1,14,13,4,-17.0,38.0,1022.0,-5.0,NW,28.16,0.0,0.0,79.0
303,327,2010,1,14,14,4,-16.0,41.0,1022.0,-5.0,NW,29.95,0.0,0.0,86.0
304,328,2010,1,14,15,4,-15.0,42.0,1022.0,-4.0,NW,33.08,0.0,0.0,72.0
305,329,2010,1,14,16,4,-16.0,38.0,1023.0,-4.0,cv,0.89,0.0,0.0,89.0
306,330,2010,1,14,17,4,-15.0,45.0,1025.0,-5.0,SE,1.79,0.0,0.0,94.0
307,331,2010,1,14,18,4,-14.0,42.0,1026.0,-3.0,NW,5.81,0.0,0.0,69.0
308,332,2010,1,14,19,4,-16.0,35.0,1027.0,-3.0,NW,11.62,0.0,0.0,49.0
309,333,2010,1,14,20,4,-15.0,42.0,1029.0,-4.0,NW,20.56,0.0,0.0,33.0
310,334,2010,1,14,21,4,-16.0,41.0,1031.0,-5.0,NW,24.58,0.0,0.0,27.0
311,335,2010,1,14,22,4,-17.0,41.0,1032.0,-6.0,NE,3.13,0.0,0.0,20.0
312,336,2010,1,14,23,4,-18.0,38.0,1033.0,-6.0,NE,8.05,0.0,0.0,36.0
313,337,2010,1,15,0,4,-19.0,37.0,1034.0,-7.0,NE,13.86,0.0,0.0,37.0
314,338,2010,1,15,1,4,-17.0,48.0,1035.0,-8.0,NW,5.81,0.0,0.0,30.0
315,339,2010,1,15,2,4,-18.0,51.0,1035.0,-10.0,NW,11.62,0.0,0.0,18.0
316,340,2010,1,15,3,4,-19.0,47.0,1036.0,-10.0,NW,14.75,0.0,0.0,21.0
317,341,2010,1,15,4,4,-19.0,40.0,1036.0,-9.0,NW,19.67,0.0,0.0,13.0
318,342,2010,1,15,5,4,-19.0,40.0,1036.0,-9.0,NE,7.15,0.0,0.0,23.0
319,343,2010,1,15,6,4,-20.0,40.0,1037.0,-9.0,NE,12.96,0.0,0.0,26.0
320,344,2010,1,15,7,4,-19.0,44.0,1037.0,-9.0,NE,18.77,0.0,0.0,27.0
321,345,2010,1,15,8,4,-19.0,40.0,1038.0,-8.0,NE,22.79,0.0,0.0,30.0
322,346,2010,1,15,9,4,-19.0,40.0,1039.0,-8.0,NE,28.6,0.0,0.0,28.0
323,347,2010,1,15,10,4,-19.0,37.0,1039.0,-7.0,NE,35.75,0.0,0.0,26.0
324,348,2010,1,15,11,4,-18.0,38.0,1039.0,-6.0,NE,41.56,0.0,0.0,26.0
325,349,2010,1,15,12,4,-18.0,35.0,1039.0,-5.0,NE,45.58,0.0,0.0,31.0
326,350,2010,1,15,13,4,-17.0,35.0,1038.0,-4.0,NW,1.79,0.0,0.0,35.0
327,351,2010,1,15,14,4,-16.0,35.0,1037.0,-3.0,cv,0.89,0.0,0.0,36.0
328,352,2010,1,15,15,4,-17.0,33.0,1037.0,-3.0,cv,1.78,0.0,0.0,37.0
329,353,2010,1,15,16,4,-17.0,30.0,1037.0,-2.0,cv,2.23,0.0,0.0,64.0
330,354,2010,1,15,17,4,-15.0,45.0,1036.0,-5.0,SE,0.89,0.0,0.0,83.0
331,355,2010,1,15,18,4,-15.0,48.0,1036.0,-6.0,cv,0.89,0.0,0.0,91.0
332,356,2010,1,15,19,4,-15.0,48.0,1037.0,-6.0,cv,1.78,0.0,0.0,90.0
333,357,2010,1,15,20,4,-14.0,53.0,1037.0,-6.0,SE,1.79,0.0,0.0,102.0
334,358,2010,1,15,21,4,-14.0,61.0,1036.0,-8.0,SE,3.58,0.0,0.0,94.0
335,359,2010,1,15,22,4,-14.0,72.0,1037.0,-10.0,cv,0.89,0.0,0.0,87.0
336,360,2010,1,15,23,4,-15.0,78.0,1036.0,-11.0,cv,1.78,0.0,0.0,141.0
337,361,2010,1,16,0,4,-15.0,72.0,1036.0,-11.0,cv,2.67,0.0,0.0,211.0
338,362,2010,1,16,1,4,-16.0,78.0,1036.0,-13.0,NE,0.89,0.0,0.0,242.0
339,363,2010,1,16,2,4,-16.0,72.0,1036.0,-12.0,cv,0.89,0.0,0.0,271.0
340,364,2010,1,16,3,4,-16.0,78.0,1035.0,-13.0,NE,0.89,0.0,0.0,249.0
341,365,2010,1,16,4,4,-15.0,78.0,1035.0,-12.0,NE,1.78,0.0,0.0,200.0
342,366,2010,1,16,5,4,-14.0,72.0,1034.0,-10.0,NW,1.79,0.0,0.0,147.0
343,367,2010,1,16,6,4,-15.0,66.0,1034.0,-10.0,NW,2.68,0.0,0.0,114.0
344,368,2010,1,16,7,4,-15.0,72.0,1034.0,-11.0,NW,4.47,0.0,0.0,102.0
345,369,2010,1,16,8,4,-15.0,72.0,1034.0,-11.0,NW,6.26,0.0,0.0,108.0
346,370,2010,1,16,9,4,-14.0,67.0,1034.0,-9.0,NW,8.05,0.0,0.0,135.0
347,371,2010,1,16,10,4,-14.0,67.0,1034.0,-9.0,NW,9.84,0.0,0.0,120.0
348,372,2010,1,16,11,4,-13.0,57.0,1034.0,-6.0,cv,0.89,0.0,0.0,148.0
349,373,2010,1,16,12,4,-13.0,53.0,1033.0,-5.0,NW,1.79,0.0,0.0,127.0
350,374,2010,1,16,13,4,-12.0,53.0,1031.0,-4.0,cv,0.89,0.0,0.0,128.0
351,375,2010,1,16,14,4,-12.0,49.0,1031.0,-3.0,cv,1.78,0.0,0.0,140.0
352,376,2010,1,16,15,4,-12.0,49.0,1030.0,-3.0,cv,2.67,0.0,0.0,148.0
353,377,2010,1,16,16,4,-11.0,53.0,1030.0,-3.0,cv,3.56,0.0,0.0,150.0
354,378,2010,1,16,17,4,-11.0,58.0,1031.0,-4.0,NE,0.89,0.0,0.0,154.0
355,379,2010,1,16,18,4,-12.0,67.0,1031.0,-7.0,cv,0.89,0.0,0.0,197.0
356,380,2010,1,16,19,4,-12.0,67.0,1032.0,-7.0,cv,1.78,0.0,0.0,235.0
357,381,2010,1,16,20,4,-12.0,72.0,1032.0,-8.0,cv,2.23,0.0,0.0,261.0
358,382,2010,1,16,21,4,-12.0,78.0,1032.0,-9.0,cv,3.12,0.0,0.0,269.0
359,383,2010,1,16,22,4,-13.0,85.0,1032.0,-11.0,NW,0.89,0.0,0.0,266.0
360,384,2010,1,16,23,4,-14.0,78.0,1032.0,-11.0,NW,2.68,0.0,0.0,263.0
361,385,2010,1,17,0,4,-15.0,78.0,1032.0,-12.0,NW,5.81,0.0,0.0,241.0
362,386,2010,1,17,1,4,-14.0,78.0,1032.0,-11.0,cv,0.45,0.0,0.0,205.0
363,387,2010,1,17,2,4,-14.0,78.0,1031.0,-11.0,cv,1.34,0.0,0.0,160.0
364,388,2010,1,17,3,4,-14.0,85.0,1031.0,-12.0,NW,1.79,0.0,0.0,150.0
365,389,2010,1,17,4,4,-14.0,78.0,1031.0,-12.0,NW,3.58,0.0,0.0,148.0
366,390,2010,1,17,5,4,-14.0,72.0,1030.0,-10.0,NW,6.71,0.0,0.0,208.0
367,391,2010,1,17,6,4,-14.0,78.0,1030.0,-11.0,NW,9.84,0.0,0.0,209.0
368,392,2010,1,17,7,4,-15.0,66.0,1030.0,-10.0,NW,11.63,0.0,0.0,183.0
369,393,2010,1,17,8,4,-13.0,78.0,1030.0,-10.0,NW,14.76,0.0,0.0,161.0
370,394,2010,1,17,9,4,-13.0,67.0,1030.0,-8.0,NW,17.89,0.0,0.0,182.0
371,395,2010,1,17,10,4,-12.0,62.0,1030.0,-6.0,cv,0.45,0.0,0.0,230.0
372,396,2010,1,17,11,4,-11.0,62.0,1030.0,-5.0,cv,1.34,0.0,0.0,170.0
373,397,2010,1,17,12,4,-11.0,58.0,1029.0,-4.0,cv,2.23,0.0,0.0,172.0
374,398,2010,1,17,13,4,-11.0,53.0,1028.0,-3.0,cv,3.12,0.0,0.0,154.0
375,399,2010,1,17,14,4,-10.0,50.0,1027.0,-1.0,cv,4.01,0.0,0.0,166.0
376,400,2010,1,17,15,4,-11.0,46.0,1027.0,-1.0,cv,4.46,0.0,0.0,177.0
377,401,2010,1,17,16,4,-10.0,50.0,1026.0,-1.0,SE,0.89,0.0,0.0,191.0
378,402,2010,1,17,17,4,-10.0,58.0,1026.0,-3.0,SE,1.78,0.0,0.0,212.0
379,403,2010,1,17,18,4,-10.0,67.0,1027.0,-5.0,SE,2.67,0.0,0.0,250.0
380,404,2010,1,17,19,4,-10.0,73.0,1027.0,-6.0,NE,0.89,0.0,0.0,268.0
381,405,2010,1,17,20,4,-11.0,73.0,1027.0,-7.0,cv,0.45,0.0,0.0,317.0
382,406,2010,1,17,21,4,-10.0,79.0,1027.0,-7.0,cv,0.9,0.0,0.0,291.0
383,407,2010,1,17,22,4,-11.0,85.0,1027.0,-9.0,cv,1.35,0.0,0.0,313.0
384,408,2010,1,17,23,4,-12.0,78.0,1027.0,-9.0,NE,0.89,0.0,0.0,282.0
385,409,2010,1,18,0,4,-12.0,85.0,1028.0,-10.0,cv,0.89,0.0,0.0,282.0
386,410,2010,1,18,1,4,-13.0,85.0,1028.0,-11.0,NW,3.13,0.0,0.0,303.0
387,411,2010,1,18,2,4,-11.0,85.0,1028.0,-9.0,NW,4.92,0.0,0.0,349.0
388,412,2010,1,18,3,4,-13.0,78.0,1028.0,-10.0,NW,6.71,0.0,0.0,407.0
389,413,2010,1,18,4,4,-13.0,85.0,1028.0,-11.0,NW,7.6,0.0,0.0,361.0
390,414,2010,1,18,5,4,-13.0,85.0,1027.0,-11.0,NE,1.79,0.0,0.0,234.0
391,415,2010,1,18,6,4,-14.0,78.0,1028.0,-11.0,NW,0.89,0.0,0.0,149.0
392,416,2010,1,18,7,4,-14.0,78.0,1028.0,-11.0,NW,4.02,0.0,0.0,147.0
393,417,2010,1,18,8,4,-14.0,78.0,1028.0,-11.0,NW,5.81,0.0,0.0,184.0
394,418,2010,1,18,9,4,-11.0,67.0,1028.0,-6.0,NW,9.83,0.0,0.0,161.0
395,419,2010,1,18,10,4,-10.0,67.0,1028.0,-5.0,NW,11.62,0.0,0.0,137.0
396,420,2010,1,18,11,4,-9.0,63.0,1028.0,-3.0,NW,13.41,0.0,0.0,146.0
397,421,2010,1,18,12,4,-8.0,58.0,1027.0,-1.0,NW,15.2,0.0,0.0,144.0
398,422,2010,1,18,13,4,-9.0,50.0,1026.0,0.0,NW,16.99,0.0,0.0,154.0
399,423,2010,1,18,14,4,-9.0,47.0,1025.0,1.0,NE,1.79,0.0,0.0,173.0
400,424,2010,1,18,15,4,-9.0,47.0,1025.0,1.0,cv,0.89,0.0,0.0,188.0
401,425,2010,1,18,16,4,-8.0,50.0,1025.0,1.0,SE,0.89,0.0,0.0,203.0
402,426,2010,1,18,17,4,-7.0,63.0,1025.0,-1.0,SE,2.68,0.0,0.0,233.0
403,427,2010,1,18,18,4,-7.0,68.0,1025.0,-2.0,cv,0.89,0.0,0.0,408.0
404,428,2010,1,18,19,4,-7.0,73.0,1025.0,-3.0,SE,0.89,0.0,0.0,435.0
405,429,2010,1,18,20,4,-5.0,79.0,1026.0,-2.0,cv,0.89,0.0,0.0,403.0
406,430,2010,1,18,21,4,-5.0,74.0,1026.0,-1.0,NW,1.79,0.0,0.0,360.0
407,431,2010,1,18,22,4,-5.0,74.0,1026.0,-1.0,NW,3.58,0.0,0.0,402.0
408,432,2010,1,18,23,4,-6.0,68.0,1026.0,-1.0,cv,0.89,0.0,0.0,358.0
409,433,2010,1,19,0,4,-4.0,80.0,1025.0,-1.0,NW,1.79,0.0,0.0,383.0
410,434,2010,1,19,1,4,-5.0,74.0,1024.0,-1.0,NW,4.92,0.0,0.0,332.0
411,435,2010,1,19,2,4,-5.0,74.0,1024.0,-1.0,NW,6.71,0.0,0.0,274.0
412,436,2010,1,19,3,4,-5.0,74.0,1023.0,-1.0,NW,8.5,0.0,0.0,256.0
413,437,2010,1,19,4,4,-4.0,80.0,1022.0,-1.0,NW,10.29,0.0,0.0,302.0
414,438,2010,1,19,5,4,-4.0,80.0,1021.0,-1.0,NW,11.18,0.0,0.0,330.0
415,439,2010,1,19,6,4,-4.0,80.0,1021.0,-1.0,NW,12.07,0.0,0.0,367.0
416,440,2010,1,19,7,4,-4.0,80.0,1021.0,-1.0,NW,13.86,0.0,0.0,297.0
417,441,2010,1,19,8,4,-4.0,74.0,1021.0,0.0,cv,0.89,0.0,0.0,331.0
418,442,2010,1,19,9,4,-4.0,74.0,1021.0,0.0,NW,1.79,0.0,0.0,323.0
419,443,2010,1,19,10,4,-4.0,74.0,1021.0,0.0,cv,0.89,0.0,0.0,339.0
420,444,2010,1,19,11,4,-5.0,64.0,1021.0,1.0,NW,1.79,0.0,0.0,301.0
421,445,2010,1,19,12,4,-5.0,64.0,1020.0,1.0,cv,0.89,0.0,0.0,310.0
422,446,2010,1,19,13,4,-4.0,69.0,1019.0,1.0,cv,1.34,0.0,0.0,305.0
423,447,2010,1,19,14,4,-4.0,69.0,1018.0,1.0,NE,0.89,0.0,0.0,313.0
424,448,2010,1,19,15,4,-3.0,69.0,1018.0,2.0,cv,0.45,0.0,0.0,336.0
425,449,2010,1,19,16,4,-3.0,69.0,1018.0,2.0,cv,1.34,0.0,0.0,357.0
426,450,2010,1,19,17,4,-2.0,74.0,1018.0,2.0,NE,0.89,0.0,0.0,485.0
427,451,2010,1,19,18,4,-3.0,74.0,1018.0,1.0,cv,0.89,0.0,0.0,426.0
428,452,2010,1,19,19,4,-3.0,69.0,1020.0,2.0,NW,1.79,0.0,0.0,403.0
429,453,2010,1,19,20,4,-3.0,74.0,1020.0,1.0,NW,4.92,0.0,0.0,374.0
430,454,2010,1,19,21,4,-3.0,80.0,1021.0,0.0,NW,6.71,0.0,0.0,333.0
431,455,2010,1,19,22,4,-3.0,80.0,1021.0,0.0,NW,8.5,0.0,0.0,343.0
432,456,2010,1,19,23,4,-3.0,74.0,1020.0,1.0,NW,11.63,0.0,0.0,364.0
433,457,2010,1,20,0,4,-2.0,86.0,1021.0,0.0,NW,14.76,0.0,0.0,389.0
434,458,2010,1,20,1,4,-2.0,92.0,1022.0,-1.0,NW,16.55,0.0,0.0,368.0
435,459,2010,1,20,2,4,-4.0,86.0,1022.0,-2.0,NW,19.68,0.0,0.0,267.0
436,460,2010,1,20,3,4,-2.0,92.0,1023.0,-1.0,NW,25.49,0.0,0.0,71.0
437,461,2010,1,20,4,4,-3.0,74.0,1023.0,1.0,NW,28.62,0.0,0.0,81.0
438,462,2010,1,20,5,4,-3.0,80.0,1024.0,0.0,NW,31.75,0.0,0.0,51.0
439,463,2010,1,20,6,4,-5.0,59.0,1026.0,2.0,NW,36.67,0.0,0.0,49.0
440,464,2010,1,20,7,4,-9.0,47.0,1027.0,1.0,NW,41.59,0.0,0.0,44.0
441,465,2010,1,20,8,4,-10.0,46.0,1028.0,0.0,NW,48.74,0.0,0.0,45.0
442,466,2010,1,20,9,4,-10.0,46.0,1030.0,0.0,NW,55.89,0.0,0.0,35.0
443,467,2010,1,20,10,4,-11.0,40.0,1032.0,1.0,NW,63.04,0.0,0.0,29.0
444,468,2010,1,20,11,4,-13.0,36.0,1033.0,0.0,NW,71.09,0.0,0.0,27.0
445,469,2010,1,20,12,4,-13.0,36.0,1033.0,0.0,NW,78.24,0.0,0.0,29.0
446,470,2010,1,20,13,4,-13.0,39.0,1033.0,-1.0,NE,8.05,0.0,0.0,16.0
447,471,2010,1,20,14,4,-13.0,39.0,1032.0,-1.0,NW,7.15,0.0,0.0,23.0
448,472,2010,1,20,15,4,-15.0,33.0,1032.0,-1.0,NE,5.81,0.0,0.0,28.0
449,473,2010,1,20,16,4,-14.0,36.0,1033.0,-1.0,NW,5.81,0.0,0.0,22.0
450,474,2010,1,20,17,4,-15.0,36.0,1033.0,-2.0,NW,12.96,0.0,0.0,11.0
451,475,2010,1,20,18,4,-16.0,35.0,1034.0,-3.0,NW,21.01,0.0,0.0,25.0
452,476,2010,1,20,19,4,-17.0,35.0,1035.0,-4.0,NW,28.16,0.0,0.0,16.0
453,477,2010,1,20,20,4,-19.0,27.0,1036.0,-3.0,NW,37.99,0.0,0.0,20.0
454,478,2010,1,20,21,4,-18.0,32.0,1037.0,-4.0,NW,46.93,0.0,0.0,20.0
455,479,2010,1,20,22,4,-19.0,30.0,1038.0,-4.0,NW,55.87,0.0,0.0,18.0
456,480,2010,1,20,23,4,-19.0,32.0,1038.0,-5.0,NW,65.7,0.0,0.0,18.0
457,481,2010,1,21,0,4,-20.0,32.0,1038.0,-6.0,NW,75.53,0.0,0.0,17.0
458,482,2010,1,21,1,4,-20.0,32.0,1038.0,-6.0,NW,85.36,0.0,0.0,17.0
459,483,2010,1,21,2,4,-20.0,34.0,1038.0,-7.0,NW,95.19,0.0,0.0,17.0
460,484,2010,1,21,3,4,-22.0,31.0,1038.0,-8.0,NW,103.24,0.0,0.0,15.0
461,485,2010,1,21,4,4,-23.0,28.0,1038.0,-8.0,NW,111.29,0.0,0.0,19.0
462,486,2010,1,21,5,4,-24.0,28.0,1038.0,-9.0,NW,118.44,0.0,0.0,16.0
463,487,2010,1,21,6,4,-24.0,28.0,1038.0,-9.0,NW,128.27,0.0,0.0,18.0
464,488,2010,1,21,7,4,-25.0,26.0,1038.0,-9.0,NW,138.1,0.0,0.0,18.0
465,489,2010,1,21,8,4,-25.0,24.0,1039.0,-8.0,NW,147.04,0.0,0.0,18.0
466,490,2010,1,21,9,4,-25.0,24.0,1039.0,-8.0,NW,155.98,0.0,0.0,26.0
467,491,2010,1,21,10,4,-22.0,29.0,1039.0,-7.0,NW,160.9,0.0,0.0,26.0
468,492,2010,1,21,11,4,-22.0,29.0,1038.0,-7.0,NE,3.13,0.0,0.0,25.0
469,493,2010,1,21,12,4,-22.0,24.0,1037.0,-5.0,NW,4.02,0.0,0.0,24.0
470,494,2010,1,21,13,4,-21.0,27.0,1035.0,-5.0,NE,3.13,0.0,0.0,15.0
471,495,2010,1,21,14,4,-21.0,25.0,1034.0,-4.0,SE,1.79,0.0,0.0,17.0
472,496,2010,1,21,15,4,-20.0,25.0,1034.0,-3.0,NE,1.79,0.0,0.0,15.0
473,497,2010,1,21,16,4,-21.0,21.0,1033.0,-2.0,NW,4.92,0.0,0.0,21.0
474,498,2010,1,21,17,4,-20.0,23.0,1033.0,-2.0,NW,10.73,0.0,0.0,40.0
475,499,2010,1,21,18,4,-20.0,23.0,1034.0,-2.0,NW,15.65,0.0,0.0,51.0
476,500,2010,1,21,19,4,-19.0,27.0,1034.0,-3.0,NW,21.46,0.0,0.0,45.0
477,501,2010,1,21,20,4,-19.0,27.0,1035.0,-3.0,NW,25.48,0.0,0.0,61.0
478,502,2010,1,21,21,4,-17.0,48.0,1035.0,-8.0,NE,0.89,0.0,0.0,72.0
479,503,2010,1,21,22,4,-18.0,48.0,1035.0,-9.0,NW,1.79,0.0,0.0,38.0
480,504,2010,1,21,23,4,-18.0,48.0,1035.0,-9.0,NW,3.58,0.0,0.0,35.0
481,505,2010,1,22,0,4,-18.0,38.0,1036.0,-6.0,NW,7.6,0.0,0.0,29.0
482,506,2010,1,22,1,4,-20.0,27.0,1037.0,-4.0,NW,17.43,0.0,0.0,26.0
483,507,2010,1,22,2,4,-21.0,27.0,1037.0,-5.0,NW,27.26,0.0,0.0,18.0
484,508,2010,1,22,3,4,-21.0,29.0,1037.0,-6.0,NW,35.31,0.0,0.0,15.0
485,509,2010,1,22,4,4,-20.0,34.0,1036.0,-7.0,NW,42.46,0.0,0.0,15.0
486,510,2010,1,22,5,4,-20.0,34.0,1035.0,-7.0,NW,48.27,0.0,0.0,22.0
487,511,2010,1,22,6,4,-20.0,34.0,1035.0,-7.0,NW,54.08,0.0,0.0,21.0
488,512,2010,1,22,7,4,-20.0,34.0,1036.0,-7.0,NW,59.0,0.0,0.0,19.0
489,513,2010,1,22,8,4,-19.0,37.0,1036.0,-7.0,NW,63.92,0.0,0.0,22.0
490,514,2010,1,22,9,4,-20.0,29.0,1036.0,-5.0,NW,67.94,0.0,0.0,25.0
491,515,2010,1,22,10,4,-19.0,30.0,1036.0,-4.0,NW,75.09,0.0,0.0,22.0
492,516,2010,1,22,11,4,-19.0,30.0,1036.0,-4.0,NW,84.03,0.0,0.0,26.0
493,517,2010,1,22,12,4,-19.0,27.0,1035.0,-3.0,NW,95.21,0.0,0.0,32.0
494,518,2010,1,22,13,4,-18.0,30.0,1034.0,-3.0,NW,105.04,0.0,0.0,30.0
495,519,2010,1,22,14,4,-19.0,25.0,1033.0,-2.0,NW,114.87,0.0,0.0,32.0
496,520,2010,1,22,15,4,-18.0,28.0,1032.0,-2.0,NW,124.7,0.0,0.0,30.0
497,521,2010,1,22,16,4,-18.0,28.0,1032.0,-2.0,NW,133.64,0.0,0.0,32.0
498,522,2010,1,22,17,4,-18.0,28.0,1032.0,-2.0,NW,139.45,0.0,0.0,37.0
499,523,2010,1,22,18,4,-18.0,30.0,1032.0,-3.0,NW,144.37,0.0,0.0,49.0
500,524,2010,1,22,19,4,-17.0,38.0,1033.0,-5.0,NW,149.29,0.0,0.0,47.0
501,525,2010,1,22,20,4,-18.0,32.0,1033.0,-4.0,NW,153.31,0.0,0.0,39.0
502,526,2010,1,22,21,4,-17.0,35.0,1032.0,-4.0,NW,159.12,0.0,0.0,35.0
503,527,2010,1,22,22,4,-17.0,35.0,1032.0,-4.0,NW,164.04,0.0,0.0,48.0
504,528,2010,1,22,23,4,-17.0,44.0,1032.0,-7.0,NW,168.06,0.0,0.0,49.0
505,529,2010,1,23,0,4,-17.0,35.0,1033.0,-4.0,NW,172.08,0.0,0.0,24.0
506,530,2010,1,23,1,4,-17.0,48.0,1033.0,-8.0,cv,0.89,0.0,0.0,23.0
507,531,2010,1,23,2,4,-17.0,38.0,1032.0,-5.0,NW,4.92,0.0,0.0,20.0
508,532,2010,1,23,3,4,-18.0,38.0,1032.0,-6.0,NW,8.05,0.0,0.0,19.0
509,533,2010,1,23,4,4,-18.0,35.0,1031.0,-5.0,NW,12.97,0.0,0.0,16.0
510,534,2010,1,23,5,4,-18.0,38.0,1031.0,-6.0,NW,16.1,0.0,0.0,22.0
511,535,2010,1,23,6,4,-18.0,41.0,1031.0,-7.0,NW,20.12,0.0,0.0,24.0
512,536,2010,1,23,7,4,-18.0,41.0,1031.0,-7.0,NW,24.14,0.0,0.0,24.0
513,537,2010,1,23,8,4,-18.0,38.0,1031.0,-6.0,NW,25.93,0.0,0.0,41.0
514,538,2010,1,23,9,4,-18.0,28.0,1031.0,-2.0,NW,30.85,0.0,0.0,23.0
515,539,2010,1,23,10,4,-17.0,28.0,1031.0,-1.0,NW,38.9,0.0,0.0,19.0
516,540,2010,1,23,11,4,-17.0,26.0,1030.0,0.0,NW,46.95,0.0,0.0,15.0
517,541,2010,1,23,12,4,-19.0,20.0,1029.0,1.0,NW,55.0,0.0,0.0,19.0
518,542,2010,1,23,13,4,-20.0,17.0,1027.0,2.0,NW,63.05,0.0,0.0,17.0
519,543,2010,1,23,14,4,-19.0,19.0,1025.0,2.0,NW,71.1,0.0,0.0,17.0
520,544,2010,1,23,15,4,-19.0,18.0,1024.0,3.0,NW,79.15,0.0,0.0,22.0
521,612,2010,1,26,11,4,-15.0,39.0,1027.0,-3.0,cv,0.89,0.0,0.0,88.0
522,613,2010,1,26,12,4,-15.0,33.0,1025.0,-1.0,SE,1.79,0.0,0.0,85.0
523,614,2010,1,26,13,4,-18.0,24.0,1024.0,0.0,SE,3.58,0.0,0.0,90.0
524,615,2010,1,26,14,4,-19.0,20.0,1023.0,1.0,cv,0.89,0.0,0.0,127.0
